BG Word;RU Word;BG Count;RU Count
изтормозя;сжить;609;24900
източа;выцедить;1680;715
източа;источить;1680;2320
източвам;выцеживать;781;2200
източен;восточный;164000;2440000
източник;источник;1640000;9330000
изтощавам;изнурять;874;45900
изтощавам;истощать;874;32800
изтощаване;изнурение;807;24700
изтощен;изможденный;20500;150000
изтощен;измотанный;20500;40500
изтощен;изнуренный;20500;52900
изтощен;испитой;20500;10900
изтощен;истасканный;20500;511
изтощен;истощенный;20500;55300
изтощен;худосочный;20500;26100
изтощение;изнурение;27000;24700
изтощение;истощение;27000;1280000
изтощеност;изнуренность;323;782
изтощителен;изнурительный;2080;56800
изтощя;изнурить;472;9490
изтощя;истощить;472;37900
изтрайвам;выстаивать;981;48100
изтракам;выстукать;70;770
изтракам;громыхнуть;70;2300
изтракам;отстукать;70;537
изтраквам;выстукивать;96;26000
изтраквам;отстукивать;96;13700
изтрая;вынести;530;2360000
изтрая;выстоять;530;474000
изтрая;вытерпеть;530;179000
изтрая;усидеть;530;188000
изтрая;устоять;530;979000
изтрая;утерпеть;530;14600
изтребвам;вымораживать;533;505
изтребвам;морить;533;74000
изтребвам;травить;533;364000
изтребване;истребление;798;916000
изтребител;истребитель;30100;2600000
изтребител;охотник;30100;2580000
изтребителен;истребительный;542;123000
изтребление;истребление;11000;916000
