BG Word;RU word;BG Google Count;RU Google Count
митнически;таможенный;163000;1200000
мито;пошлина;39600;1260000
мишка;мышь;181000;2380000
мия;мыть;43000;1450000
млад;молодой;383000;2550000
младеж;молодежь;189000;2410000
младеж;юноша;189000;1660000
младежки;молодежный;281000;1690000
младши;младший;210000;1500000
млечен;молочный;24900;1200000
млъкна;замолчать;22900;485000
мляко;молоко;499000;1710000
мнение;взгляд;1590000;3240000
мнение;мнение;1590000;4620000
мним;кажущийся;8640;248000
много;гораздо;1820000;2660000
много;много;1820000;2590000
много;очень;1820000;3190000
многоброен;многочисленный;739;240000
многократен;многократный;14600;293000
многообразен;многообразный;3800;71300
многоточие;многоточие;21100;956000
многоуважаем;многоуважаемый;95;221000
мнозина;многие;382000;3380000
мобилен;мобильный;719000;2760000
мога;мочь;1350000;192000
мода;мода;1270000;3180000
моден;модный;115000;1380000
може;возможно;1840000;2250000
може;можно;1840000;6360000
мозък;мозг;159000;1920000
мой;мой;505000;2690000
мокър;мокрый;33500;1330000
молба;заявление;480000;4330000
молба;просьба;480000;2220000
молив;карандаш;68700;1330000
моля;пожалуйста;1400000;2460000
моля;просить;1400000;1350000
мома;девушка;120000;2860000
момент;момент;1160000;4340000
моментален;моментальный;575;489000
момиче;девочка;749000;2160000
момиче;девушка;749000;2860000
момиченце;девочка;130000;2160000
момче;мальчик;529000;1970000
момък;парень;25700;2570000
монета;монета;82000;1390000
монитор;монитор;653000;2860000
монопол;монополия;125000;1600000
море;море;1340000;2900000
морков;морковь;25700;1310000
морски;морской;1050000;1910000
мост;мост;538000;2010000
мотив;мотив;96500;1720000
мотор;двигатель;179000;2070000
мотор;мотор;179000;1710000
мощ;мощь;149000;1450000
мощност;мощность;337000;2730000
мраз;мороз;45900;1710000
мрак;мрак;111000;1800000
мрак;потемки;111000;425000
мрамор;мрамор;112000;1430000
мрежа;сетка;1340000;1670000
мрежа;сеть;1340000;8960000
мръсотия;грязь;29600;1570000
муден;медленный;634;1450000
музей;музей;462000;3180000
музика;музыка;2770000;3890000
мургав;смуглый;919;272000
муска;амулет;20400;1180000
муха;муха;44900;1420000
мъж;муж;1180000;2230000
мъж;мужчина;1180000;3540000
мъжки;мужской;949000;2140000
